,rank_year,ranks,title,author,no_of_reviews,ratings,price,cover_type,genre
653,2015,62.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,33629.0,4.8,12.79,Paperback,Non Fiction
654,2015,63.0,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),Laurence J. Kotlikoff,3094.0,4.2,12.0,Hardcover,Non Fiction
655,2015,64.0,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)",Rick Riordan,7465.0,4.7,11.46,Hardcover,Fiction
656,2015,65.0,Dragons Love Tacos,Adam Rubin,15753.0,4.8,8.95,Hardcover,Fiction
657,2015,66.0,Fahrenheit 451,Ray Bradbury,34955.0,4.6,8.29,Paperback,Fiction
658,2015,67.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,24552.0,4.8,9.48,Paperback,Non Fiction
659,2015,68.0,Potty (Leslie Patricelli board books),Leslie Patricelli,12933.0,4.7,7.99,Board book,Fiction
660,2015,69.0,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,3834.0,4.6,22.49,Hardcover,Non Fiction
661,2015,70.0,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,11006.0,4.6,19.71,Hardcover,Non Fiction
662,2015,71.0,The Going-To-Bed Book,Sandra Boynton,15393.0,4.8,3.97,Board book,Fiction
663,2015,72.0,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",Ali Maffucci,3754.0,4.4,12.88,Paperback,Non Fiction
664,2015,73.0,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),Alberta Hutchinson,2944.0,4.5,3.99,Paperback,Non Fiction
665,2015,74.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,12114.0,4.7,144.0,Paperback,Non Fiction
666,2015,75.0,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4838.0,4.6,6.99,Paperback,Fiction
667,2015,76.0,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Phil McGraw,8313.0,4.0,12.74,Hardcover,Non Fiction
668,2015,77.0,Night (Night),Elie Wiesel,8573.0,4.7,5.49,Paperback,Non Fiction
669,2015,78.0,What to Expect When You're Expecting,Heidi Murkoff,29389.0,4.8,18.0,Paperback,Non Fiction
670,2015,79.0,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,11859.0,4.9,15.79,Hardcover,Non Fiction
671,2015,80.0,The Road to Character,David Brooks,3074.0,4.4,12.99,Hardcover,Non Fiction
672,2015,81.0,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,12738.0,4.8,4.98,Board book,Non Fiction
673,2015,82.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,94750.0,4.7,13.29,Paperback,Fiction
674,2015,83.0,Guess How Much I Love You,Sam McBratney,5890.0,4.8,13.95,Board book,Fiction
675,2015,84.0,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Valentina Harper,1797.0,4.7,9.99,Paperback,Non Fiction
676,2015,85.0,Little Blue Truck,Alice Schertle,1958.0,4.9,9.99,Board book,Fiction
677,2015,86.0,The Outsiders,S. E. Hinton,30584.0,4.8,9.49,Paperback,Fiction
678,2015,87.0,"Thinking, Fast and Slow",Daniel Kahneman,29732.0,4.6,11.29,Paperback,Non Fiction
679,2015,88.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,6281.0,4.6,7.5,Paperback,Non Fiction
680,2015,89.0,George Orwell,George Orwell,72441.0,4.7,7.48,Mass Market Paperback,Fiction
681,2015,90.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,9891.0,4.7,20.97,Paperback,Non Fiction
682,2015,91.0,Emotional Intelligence 2.0,Travis Bradberry,10429.0,4.5,14.98,Hardcover,Fiction
683,2015,92.0,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,1862.0,4.6,10.4,Hardcover,Non Fiction
684,2015,93.0,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)",Herve Tullet,13598.0,4.8,13.48,Hardcover,Non Fiction
685,2015,94.0,Little Blue Truck board book,Alice Schertle,8204.0,4.9,8.22,Board book,Non Fiction
686,2015,95.0,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,47193.0,4.9,4.55,Board book,Fiction
687,2015,96.0,A Long Walk to Water: Based on a True Story,Linda Sue Park,16131.0,4.7,6.78,Paperback,Fiction
688,2015,97.0,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,33321.0,4.7,25.64,Mass Market Paperback,Fiction
689,2015,98.0,Rogue Lawyer: A Novel,John Grisham,17686.0,4.2,13.32,Hardcover,Fiction
690,2015,99.0,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),Lilt Kids Coloring Books,1060.0,4.5,4.72,Paperback,Non Fiction
691,2015,100.0,Lord of the Flies,William Golding,31815.0,4.6,5.99,Mass Market Paperback,Fiction
692,2016,1.0,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,43339.0,4.3,11.46,Hardcover,Fiction
693,2016,2.0,StrengthsFinder 2.0,Gallup,7082.0,4.1,18.29,Hardcover,Non Fiction
694,2016,3.0,First 100 Words: A Padded Board Book,Roger Priddy,35236.0,4.7,4.78,Board book,Non Fiction
695,2016,4.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,28111.0,4.5,8.32,Hardcover,Non Fiction
696,2016,5.0,"Oh, the Places You'll Go!",Dr. Seuss,42848.0,4.9,8.48,Hardcover,Fiction
697,2016,6.0,Diary of a Wimpy Kid #11: Double Down,Jeff Kinney,14027.0,4.8,14.25,Hardcover,Fiction
698,2016,7.0,When Breath Becomes Air,Paul Kalanithi,29336.0,4.8,12.77,Hardcover,Non Fiction
699,2016,8.0,Giraffes Can't Dance,Giles Andreae,28447.0,4.8,6.9,Board book,Fiction
700,2016,9.0,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,69866.0,4.8,7.57,Paperback,Non Fiction
701,2016,10.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,15544.0,4.6,14.68,Hardcover,Non Fiction
702,2016,11.0,A Man Called Ove: A Novel,Fredrik Backman,56988.0,4.7,7.63,Paperback,Fiction
703,2016,12.0,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,11308.0,4.8,11.7,Hardcover,Non Fiction
704,2016,13.0,How to Win Friends & Influence People,Dale Carnegie,79094.0,4.7,10.5,Paperback,Non Fiction
705,2016,14.0,The Magnolia Story,Chip Gaines,10133.0,4.8,12.07,Hardcover,Non Fiction
706,2016,15.0,Laugh-Out-Loud Jokes for Kids,Rob Elliott,10751.0,4.6,4.99,Paperback,Non Fiction
707,2016,16.0,To Kill a Mockingbird,Harper Lee,68842.0,4.8,17.36,Mass Market Paperback,Fiction
708,2016,17.0,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,29400.0,4.5,12.45,Hardcover,Non Fiction
709,2016,18.0,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,9202.0,4.7,13.4,Hardcover,Fiction
710,2016,19.0,Hamilton: The Revolution,Lin-Manuel Miranda,13105.0,4.9,23.69,Hardcover,Non Fiction
711,2016,20.0,The Girl on the Train,Paula Hawkins,91515.0,4.1,10.33,Paperback,Fiction
712,2016,21.0,Mindset: The New Psychology of Success,Carol S. Dweck,13911.0,4.6,8.55,Paperback,Non Fiction
713,2016,22.0,"The Official SAT Study Guide, 2016 Edition",The College Board,1089.0,4.4,9.09,Paperback,Non Fiction
714,2016,23.0,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns Paperback",Adult Coloring Book Designs,3113.0,4.5,8.99,Paperback,unknown
715,2016,24.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,86676.0,4.7,7.74,Paperback,Non Fiction
716,2016,25.0,Milk and Honey,Rupi Kaur,46407.0,4.7,7.38,Paperback,Non Fiction
717,2016,26.0,The Going-To-Bed Book,Sandra Boynton,15393.0,4.8,3.97,Board book,Fiction
718,2016,27.0,Born to Run,Bruce Springsteen,5515.0,4.7,15.2,Hardcover,Non Fiction
719,2016,28.0,Alexander Hamilton,Ron Chernow,19082.0,4.8,9.94,Paperback,Non Fiction
720,2016,29.0,The Very Hungry Caterpillar,Eric Carle,54008.0,4.9,4.93,Board book,Fiction
721,2016,30.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,9187.0,4.7,17.99,Paperback,Non Fiction
722,2016,31.0,The Constitution of the United States,Delegates of the Constitutional Convention,5802.0,4.9,1.5,Pamphlet,Non Fiction
723,2016,32.0,Wonder,R. J. Palacio,35698.0,4.8,9.67,Hardcover,Fiction
724,2016,33.0,The Wonderful Things You Will Be,Emily Winfield Martin,25148.0,4.9,8.55,Hardcover,Fiction
725,2016,34.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,35414.0,4.7,8.45,Paperback,Non Fiction
726,2016,35.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,14418.0,4.6,25.99,Hardcover,Non Fiction
727,2016,36.0,PokÃ©mon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon,Scholastic,5158.0,4.7,33.9,Paperback,Fiction
728,2016,37.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,12674.0,4.5,24.29,Paperback,Non Fiction
729,2016,38.0,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,10707.0,4.7,14.42,Hardcover,Non Fiction
730,2016,39.0,Between the World and Me,Ta-Nehisi Coates,20038.0,4.7,12.92,Hardcover,Non Fiction
731,2016,40.0,Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,21068.0,4.6,4.99,Paperback,Non Fiction
732,2016,41.0,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,26368.0,4.8,5.0,Board book,Fiction
733,2016,42.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,31196.0,4.9,7.53,Hardcover,Fiction
734,2016,43.0,Night (Night),Elie Wiesel,8573.0,4.7,5.49,Paperback,Non Fiction
735,2016,,,,,,,,
736,2016,45.0,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,91629.0,4.9,38.86,Paperback,Fiction
737,2016,46.0,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,21527.0,4.9,21.99,Hardcover,Fiction
738,2016,47.0,10-Day Green Smoothie Cleanse,JJ Smith,32825.0,4.7,9.05,Paperback,Non Fiction
739,2016,48.0,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,9505.0,4.7,8.47,Paperback,Non Fiction
740,2016,49.0,The Nightingale: A Novel,Kristin Hannah,99932.0,4.8,16.26,Hardcover,Fiction
741,2016,50.0,Harry Potter and the Chamber of Secrets: The Illustrated Edition (Illustrated) (2),J. K. Rowling,13321.0,4.9,23.7,Hardcover,Fiction
742,2016,51.0,Fahrenheit 451,Ray Bradbury,34955.0,4.6,8.29,Paperback,Fiction
743,2016,52.0,Love You Forever,Robert Munsch,53161.0,4.9,4.98,Paperback,Fiction
744,2016,53.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,18656.0,4.5,6.79,Paperback,Fiction
745,2016,54.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,6296.0,4.6,20.72,Hardcover,Fiction
746,2016,55.0,All the Light We Cannot See,Anthony Doerr,67291.0,4.6,18.98,Hardcover,Fiction
747,2016,56.0,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,47193.0,4.9,4.55,Board book,Fiction
748,2016,57.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,94750.0,4.7,13.29,Paperback,Fiction
749,2016,58.0,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,10074.0,4.9,11.89,Paperback,Non Fiction
750,2016,59.0,The Whistler,John Grisham,42265.0,4.4,24.5,Hardcover,Fiction
751,2016,60.0,If Animals Kissed Good Night,Ann Whitford Paul,69538.0,4.8,4.14,Board book,Fiction
752,2016,61.0,Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,2405.0,4.7,15.9,Hardcover,Non Fiction
753,2016,62.0,"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)",Rick Riordan,9969.0,4.7,11.29,Hardcover,Fiction
754,2016,63.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,5687.0,4.5,4.44,Paperback,Non Fiction
755,2016,64.0,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,12981.0,4.8,4.02,Hardcover,Fiction
756,2016,65.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,29674.0,4.7,6.92,Paperback,Fiction
757,2016,66.0,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,7693.0,4.2,14.0,Hardcover,Non Fiction
758,2016,67.0,First 100 Animals,Roger Priddy,9440.0,4.8,5.99,Board book,Non Fiction
759,2016,68.0,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,3138.0,4.5,8.49,Paperback,Non Fiction
760,2016,69.0,Goodnight Moon,Margaret Wise Brown,24815.0,4.9,5.36,Board book,Fiction
761,2016,70.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,11620.0,4.8,9.87,Paperback,Non Fiction
762,2016,71.0,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,13221.0,4.5,9.89,Paperback,Fiction
763,2016,72.0,Grit: The Power of Passion and Perseverance,Angela Duckworth,12517.0,4.6,13.63,Hardcover,Non Fiction
764,2016,73.0,Emotional Intelligence 2.0,Travis Bradberry,10429.0,4.5,14.98,Hardcover,Fiction
765,2016,74.0,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,21293.0,4.5,13.5,Hardcover,Fiction
766,2016,75.0,The Outsiders,S. E. Hinton,30584.0,4.8,9.49,Paperback,Fiction
767,2016,76.0,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,9022.0,4.9,27.99,Hardcover,Non Fiction
768,2016,77.0,Me Before You: A Novel (Movie Tie-In),Jojo Moyes,1224.0,4.6,18.98,Paperback,Fiction
769,2016,78.0,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,33589.0,4.9,4.59,Board book,Non Fiction
770,2016,79.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,24552.0,4.8,9.48,Paperback,Non Fiction
771,2016,80.0,Potty (Leslie Patricelli board books),Leslie Patricelli,12933.0,4.7,7.99,Board book,Fiction
772,2016,81.0,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,7920.0,4.7,20.06,Hardcover,Non Fiction
773,2016,82.0,"First 100 Padded: Numbers, Colors, Shapes",Roger Priddy,7034.0,4.8,5.59,Hardcover,Non Fiction
774,2016,83.0,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,Thaneeya McArdle,7275.0,4.7,8.08,Paperback,Non Fiction
775,2016,84.0,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,12578.0,4.4,8.97,Paperback,Non Fiction
776,2016,85.0,Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,1577.0,4.5,9.99,Paperback,Non Fiction
777,2016,86.0,The Book with No Pictures,B. J. Novak,16882.0,4.8,9.9,Hardcover,Fiction
778,2016,87.0,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,5205.0,4.7,5.38,Paperback,Non Fiction
779,2016,88.0,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, Book 2) (Magnus Chase and the Gods of Asgard, 2)",Rick Riordan,6468.0,4.7,9.09,Hardcover,Fiction
780,2016,89.0,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,15022.0,4.7,9.99,Paperback,Non Fiction
781,2016,90.0,Harry Potter and the Sorcerer's Stone,J.K. Rowling,5120.0,4.8,6.98,Paperback,Fiction
782,2016,91.0,Dragons Love Tacos,Adam Rubin,15753.0,4.8,8.95,Hardcover,Fiction
783,2016,92.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,45711.0,4.9,22.95,Hardcover,Fiction
784,2016,93.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,6281.0,4.6,7.5,Paperback,Non Fiction
785,2016,94.0,George Orwell,George Orwell,72441.0,4.7,7.48,Mass Market Paperback,Fiction
786,2016,95.0,"The Giver (Giver Quartet, 1)",Lois Lowry,26262.0,4.7,8.48,Paperback,Fiction
787,2016,,,,,,,,Fiction
788,2016,97.0,"Thinking, Fast and Slow",Daniel Kahneman,29732.0,4.6,11.29,Paperback,Non Fiction
789,2016,98.0,Little Blue Truck board book,Alice Schertle,8204.0,4.9,8.22,Board book,Non Fiction
790,2016,99.0,Harry Potter Coloring Book,Scholastic,10136.0,4.8,14.39,Paperback,Non Fiction
791,2016,100.0,The Day the Crayons Quit,Drew Daywalt,19898.0,4.8,9.19,Hardcover,Fiction
792,2017,1.0,Wonder,R. J. Palacio,35698.0,4.8,9.67,Hardcover,Fiction
793,2017,2.0,Milk and Honey,Rupi Kaur,46407.0,4.7,7.38,Paperback,Non Fiction
794,2017,3.0,Giraffes Can't Dance,Giles Andreae,28447.0,4.8,6.9,Board book,Fiction
795,2017,4.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,80328.0,4.6,14.35,Hardcover,Non Fiction
796,2017,5.0,The Getaway,Jeff Kinney,17169.0,4.8,9.89,Hardcover,Fiction
797,2017,6.0,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,12578.0,4.4,8.97,Paperback,Non Fiction
798,2017,7.0,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,29400.0,4.5,12.45,Hardcover,Non Fiction
799,2017,8.0,Astrophysics for People in a Hurry,Neil deGrasse Tyson,20795.0,4.7,9.49,Hardcover,Non Fiction
800,2017,9.0,First 100 Words: A Padded Board Book,Roger Priddy,35236.0,4.7,4.78,Board book,Non Fiction
801,2017,10.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,15544.0,4.6,14.68,Hardcover,Non Fiction
802,2017,11.0,The Handmaid's Tale,Margaret Atwood,60681.0,4.4,14.35,Paperback,Fiction
803,2017,12.0,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,69866.0,4.8,7.57,Paperback,Non Fiction
804,2017,13.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,35414.0,4.7,8.45,Paperback,Non Fiction
805,2017,14.0,What Happened,Hillary Rodham Clinton,6911.0,4.6,9.99,Hardcover,Non Fiction
806,2017,15.0,"Oh, the Places You'll Go!",Dr. Seuss,42848.0,4.9,8.48,Hardcover,Fiction
807,2017,16.0,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,29896.0,4.7,11.58,Hardcover,Non Fiction
808,2017,17.0,George Orwell,George Orwell,72441.0,4.7,7.48,Mass Market Paperback,Fiction
809,2017,18.0,How to Win Friends & Influence People,Dale Carnegie,79094.0,4.7,10.5,Paperback,Non Fiction
810,2017,19.0,Origin: A Novel (Robert Langdon),Dan Brown,36238.0,4.4,13.39,Hardcover,Fiction
811,2017,20.0,A Man Called Ove: A Novel,Fredrik Backman,56988.0,4.7,7.63,Paperback,Fiction
812,2017,21.0,The Sun and Her Flowers,Rupi Kaur,16958.0,4.8,9.0,Paperback,Non Fiction
813,2017,22.0,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,26368.0,4.8,5.0,Board book,Fiction
814,2017,23.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,86676.0,4.7,7.74,Paperback,Non Fiction
815,2017,24.0,The Going-To-Bed Book,Sandra Boynton,15393.0,4.8,3.97,Board book,Fiction
816,2017,25.0,StrengthsFinder 2.0,Gallup,7082.0,4.1,18.29,Hardcover,Non Fiction
817,2017,26.0,The Wonderful Things You Will Be,Emily Winfield Martin,25148.0,4.9,8.55,Hardcover,Fiction
818,2017,27.0,The Shack: Where Tragedy Confronts Eternity,William P. Young,23392.0,4.7,13.4,Paperback,Fiction
819,2017,28.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,28111.0,4.5,8.32,Hardcover,Non Fiction
820,2017,29.0,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,3057.0,4.5,15.29,Hardcover,Non Fiction
821,2017,30.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,14418.0,4.6,25.99,Hardcover,Non Fiction
822,2017,31.0,A Gentleman in Moscow: A Novel,Amor Towles,50209.0,4.6,14.48,Hardcover,Fiction
823,2017,32.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,12674.0,4.5,24.29,Paperback,Non Fiction
824,2017,33.0,Goodnight Moon,Margaret Wise Brown,24815.0,4.9,5.36,Board book,Fiction
825,2017,34.0,Thirteen Reasons Why,Jay Asher,13726.0,4.5,8.39,Paperback,Fiction
826,2017,35.0,Leonardo da Vinci,Walter Isaacson,6541.0,4.6,17.91,Hardcover,Non Fiction
827,2017,36.0,The Pout-Pout Fish,Deborah Diesen,23576.0,4.9,4.98,Board book,Fiction
828,2017,37.0,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3),Mr. Jim Kay,13883.0,4.9,20.19,Hardcover,Fiction
829,2017,38.0,If Animals Kissed Good Night,Ann Whitford Paul,69538.0,4.8,4.14,Board book,Fiction
830,2017,39.0,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,47193.0,4.9,4.55,Board book,Fiction
831,2017,40.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,45711.0,4.9,22.95,Hardcover,Fiction
832,2017,41.0,The Very Hungry Caterpillar,Eric Carle,54008.0,4.9,4.93,Board book,Fiction
833,2017,42.0,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,12981.0,4.8,4.02,Hardcover,Fiction
834,2017,43.0,Laugh-Out-Loud Jokes for Kids,Rob Elliott,10751.0,4.6,4.99,Paperback,Non Fiction
835,2017,44.0,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,7920.0,4.7,20.06,Hardcover,Non Fiction
836,2017,45.0,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,6305.0,4.5,7.99,Paperback,Non Fiction
837,2017,46.0,Ready Player One: A Novel,Ernest Cline,45965.0,4.7,11.0,Paperback,Fiction
838,2017,47.0,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,16127.0,4.9,8.99,Hardcover,Fiction
839,2017,48.0,Obama: An Intimate Portrait,Pete Souza,10039.0,4.9,25.0,Hardcover,Non Fiction
840,2017,49.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,9187.0,4.7,17.99,Paperback,Non Fiction
841,2017,50.0,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,21828.0,4.6,14.59,Hardcover,Non Fiction
842,2017,51.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,24552.0,4.8,9.48,Paperback,Non Fiction
843,2017,52.0,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,9505.0,4.7,8.47,Paperback,Non Fiction
844,2017,53.0,Big Little Lies,Liane Moriarty,32079.0,4.6,9.94,Paperback,Fiction
845,2017,54.0,The Official SAT Study Guide,The College Board,2345.0,4.5,12.97,Paperback,Non Fiction
846,2017,55.0,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,Melissa Hartwig Urban,2767.0,4.6,13.99,Hardcover,Non Fiction
847,2017,56.0,"Thinking, Fast and Slow",Daniel Kahneman,29732.0,4.6,11.29,Paperback,Non Fiction
848,2017,57.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,31196.0,4.9,7.53,Hardcover,Non Fiction
849,2017,58.0,What to Expect When You're Expecting,Heidi Murkoff,29389.0,4.8,12.7,Paperback,Non Fiction
850,2017,59.0,The Glass Castle: A Memoir (book),Jeannette Walls,19007.0,4.6,12.06,Paperback,Non Fiction
851,2017,60.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,18656.0,4.5,6.79,Paperback,Non Fiction
852,2017,61.0,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Oprah Winfrey,2494.0,4.7,12.49,Hardcover,Non Fiction
853,2017,62.0,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,28308.0,4.7,5.72,Board book,Non Fiction
854,2017,63.0,The Rooster Bar,John Grisham,15394.0,4.2,12.75,Hardcover,Fiction
855,2017,64.0,The Giving Tree,Shel Silverstein,27476.0,4.9,8.14,Hardcover,Fiction
856,2017,65.0,She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,3262.0,4.8,10.4,Hardcover,Non Fiction
857,2017,66.0,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,20340.0,4.7,6.38,Paperback,Non Fiction
858,2017,67.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,94750.0,4.7,13.29,Paperback,Fiction
859,2017,68.0,Fahrenheit 451,Ray Bradbury,34955.0,4.6,8.29,Paperback,Fiction
860,2017,69.0,Camino Island: A Novel,John Grisham,23620.0,4.3,13.49,Hardcover,Fiction
861,2017,70.0,Turtles All the Way Down,John Green,11381.0,4.6,11.34,Hardcover,Fiction
862,2017,71.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,29674.0,4.7,6.92,Paperback,Non Fiction
863,2017,72.0,Love You Forever,Robert Munsch,53161.0,4.9,4.98,Paperback,Fiction
864,2017,73.0,"The Pioneer Woman Cooksâ€•Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,4803.0,4.8,16.05,Hardcover,Non Fiction
